UCACCSD,bname,wname,nut_length,nut_height,nut_width,nut_vol,nut_va3d,nut_ratio_feret,nut_area,nut_sphericity,nut_cnvx_area,nut_cnvx_vol,nut_ratio_cnvx_area,nut_inv_ratio_cnvx_vol,krumbein,sneed,air_vol,meat_vol,shell_vol,vein_vol,air_ratio_vol,meat_ratio_vol,shell_ratio_vol,vein_ratio_vol,shell_rugosity,shell_thickness,shell_prot_ratio,shell_prot_vol,meat_length,meat_height,meat_width,meat_area,meat_cnvx_vol,meat_cnvx_area,meat_ratio_cnvx_area,meat_inv_ratio_cnvx_vol,meat_cavity_area,meat_cavity_vol,meat_arc_height,meat_cavity_height,meat_sphericity,meat_ratio_cavity_area,meat_ratio_cavity_vol,rho_mvs,rho_vvs,rho_vvm,meat_ratio_feret,ShellIntegrity,ShellTexture,ShellColor,SEAL,ShellStrength,ShellThickness,PackingTissue,KernelFill,TipShrivel,MinorShrivel,MajorShrivel,Plumpness,EaseOfRemoval,PercentKernel,Blank
06-004-4,2008SB_R5_T2,002,39.252452497189324,35.37183441286191,33.67503541377903,21828.833853011554,4.371529135061868,1.1656246835342048,6176.118314519998,0.6115831915039318,3986.4865874623792,22854.927219358706,0.6454679759113722,0.95510406327271,0.917791469954078,0.9347538173886091,9052.31020431068,7114.32893001293,2911.139735352453,2751.054983335493,0.414695089314714,0.325914291982731,0.13336212804381326,0.1260284906587418,1.6351005290726193,0.7770381125313971,0.05979822187363086,174.08097979974895,32.586873964516826,30.06524402259111,24.823483757200712,6318.732926879999,12698.369007173733,2774.3251271023637,0.4390635209949035,0.5602553309006698,240.58277111170796,411.52869527501434,12.688982955152195,17.318314088293633,0.28310231382471884,0.03807452758262098,0.03240799625861621,0.8664883027851485,0.5781223918414845,0.6672016113584325,1.3127437825911175,7.0,4.0,5.0,5.0,4.0,1.1,5.0,6.0,0.0,0.0,0.0,4.0,5.0,61.79304897,0.0
06-004-4,2008SB_R5_T2,003,33.18495184778071,37.54160945252073,32.46691445018759,20301.71816347478,4.0325462143495026,1.1563035813002496,5728.388161319999,0.628261165411136,3761.1337095143062,21143.13791392215,0.6565780117539421,0.960203648395382,0.9143633523386112,0.9458217962992552,7653.61832165647,7772.1188423931335,2317.3568769066205,2558.6241225185518,0.3769936248758613,0.3828305949186166,0.11414585003331505,0.12602993017220693,1.5916947522064284,0.6801053647534132,0.029563204883715707,68.50849614067799,27.517377816505185,32.502869687762406,25.71493881081101,6489.0224704799975,12852.327877155647,2756.465761650599,0.42478906093951324,0.6047246006077759,171.27397459475696,287.8828272098292,11.293418323090215,12.089204511414769,0.2924137575642692,0.02639441847734697,0.022399275054406767,0.8982207954057172,0.5926761276053595,0.6598334514596199,1.26396838533785,7.0,4.0,5.0,5.0,4.0,1.1,5.0,6.0,0.0,0.0,0.0,4.0,5.0,61.79304897,0.0
06-004-4,2008SB_R5_T2,004,37.902816283860396,36.682733069070345,32.679838285332416,22794.41747338806,4.153730888020804,1.1598226390511914,6249.557120399999,0.6220909470273586,4078.833379478122,23728.408067427958,0.6526595886553092,0.9606382951866884,0.9414549455177506,0.915817371670996,8545.535260976536,8768.055169430863,2649.274292470311,2831.552313264873,0.3748959705135367,0.3846580058326719,0.11622469824303586,0.1242213062286256,1.6074820004670822,0.6627756286879122,0.03178671627653961,84.21173027348401,32.67122591554702,31.87151803454053,24.450480063315254,7514.677082879999,14469.195780178803,2997.1787043689674,0.3988433130675921,0.6059808231665595,222.422559852228,330.25568878527747,12.460197271094511,16.730954384304944,0.2736377331223525,0.02959841885407864,0.02282474394587232,0.8709107909404782,0.5849484538583983,0.6716514021220529,1.3362202227090796,7.0,4.0,5.0,5.0,4.0,1.1,5.0,6.0,0.0,0.0,0.0,4.0,5.0,61.79304897,0.0
06-004-4,2008SB_R5_T2,005,36.82190740181419,35.99599119521281,34.080451054647405,22181.889464012027,4.100973877419637,1.0804407295775196,6110.998118279998,0.6247472201225505,3996.938157711245,23148.289858943222,0.6540565191396626,0.9582517585177966,0.9671985482005112,0.9569371533952042,8834.831298983743,8040.629979310598,2660.4581573321725,2645.970028385508,0.3982902950317828,0.3624862522354439,0.11993830199399873,0.11928515073877448,1.6006473783170094,0.6692302840643564,0.04288014946618398,114.08084343493198,31.433530275730682,30.828223288806186,24.679102358174696,7120.937240999999,13327.401430148606,2824.9368022248823,0.3967085661083813,0.6033156592043121,244.21981977326826,301.1508889858246,11.390328288102607,17.513472381456054,0.2725672573270925,0.03429602192912632,0.0225963696347118,0.8565589906776713,0.5866490384567838,0.6848904101662086,1.2736901780108163,7.0,4.0,5.0,5.0,4.0,1.1,5.0,6.0,0.0,0.0,0.0,4.0,5.0,61.79304897,0.0
06-004-4,2008SB_R5_T2,006,38.54958295611776,36.070876404302986,33.23877943102828,23177.359250123656,4.113620919849813,1.1597773328623453,6298.9503053399985,0.6241063155238138,4109.885347417509,24087.8283693691,0.6524714671797477,0.9622021086631776,0.9309380853139594,0.9261995924818378,9917.63605982536,7952.631703188975,2525.551748977949,2781.5384263949372,0.4279018999876981,0.3431206988408977,0.10896632880920094,0.1200110157666084,1.6022911083037157,0.6362952371124664,0.0264682611819496,66.846963320478,32.33864885504788,30.529852055949316,25.492524826497398,7057.925501219999,13660.31831600304,2880.488169569157,0.40812107878883813,0.5821703066664617,256.31116687340057,326.7481207839219,11.0708887972236,16.36624597106433,0.2729905633055377,0.03631536870559145,0.02391951001618586,0.8820583841083394,0.6056580617191688,0.6866416924673532,1.2685541771615534,7.0,4.0,5.0,5.0,4.0,1.1,5.0,6.0,0.0,0.0,0.0,4.0,5.0,61.79304897,0.0
06-004-4,2008SB_R5_T2,007,36.105129645290546,34.429142795491124,33.052828360758326,20824.10364490018,4.039689288669192,1.0923461451231218,5829.674722739999,0.6278906448444397,3813.65523909448,21577.413475880294,0.6541797648191987,0.9650880383868911,0.9557236658645538,0.9578717815848338,8133.301972357252,7550.76987733157,2513.8418778048513,2626.1899174065056,0.3905715276416758,0.3625975939272062,0.12071789118378165,0.1261129872473363,1.5926340171030111,0.6701356282486591,0.037488592027960434,94.24039257982798,30.095175768214283,28.75734811574371,24.24148060141063,6694.752517199999,12711.472525436899,2732.3738056231673,0.40813664113844644,0.5940122092245206,181.57107067382182,285.7177125567892,11.387363804189189,14.60309284936964,0.2780206708941167,0.02712140145693717,0.022477152980116197,0.8623002441053813,0.5886487389037794,0.6826493937903153,1.2414743250650715,7.0,4.0,5.0,5.0,4.0,1.1,5.0,6.0,0.0,0.0,0.0,4.0,5.0,61.79304897,0.0
06-030-18,2008SB_R8_T10,001,38.424948806633694,33.27930249897962,32.536655384639744,18803.106506714008,4.79607046592412,1.1809741460019199,5766.766677539998,0.592977409156635,3604.568077845528,19744.78751998704,0.6250587685269716,0.952307361508966,0.901792964082845,0.9389722712897132,6521.098749852554,5633.097781042412,5119.2486431035295,1529.6613327155158,0.3468096480506596,0.2995833576239653,0.2722554723218529,0.08135152200352216,1.6864048858492853,1.3468922224862605,0.0773802350214824,396.12866313675596,31.168346781387648,26.805974691758127,23.96809340681561,6328.353479579999,9923.005434307472,2336.222048314459,0.36916743918506745,0.5676806103085186,183.77925797451087,251.8258831415465,14.351791310749073,14.759276986925109,0.2419310378120252,0.029040611996077687,0.02537798500753532,0.8155687904752194,0.6141324868706286,0.753011265319242,1.300409934672758,7.0,4.0,5.0,5.0,5.0,1.2,6.0,6.0,10.0,0.0,0.0,5.0,5.0,43.90379868,0.0
06-030-18,2008SB_R8_T10,002,35.788773106473656,33.11436014719994,31.118825264974202,18459.82202043276,4.1968617316278936,1.1500682561676163,5448.504968279999,0.6199525436255378,3499.012651196681,19052.849172942428,0.6421968359333735,0.968874620948984,0.9300693094256932,0.9348911959286614,6262.40421118412,5738.795316908477,4362.526694153827,2096.0957981863353,0.3392451023770655,0.3108803167525848,0.2363255013685963,0.11354907950175325,1.6130266909655873,1.1922006159547198,0.09015911528717103,393.321547161576,29.09342976264541,27.54242020597653,22.971636343874305,6302.210923799998,10143.532086371557,2353.321812243077,0.37341209945161774,0.5657590736681251,165.05240874554616,237.7396467909438,12.377084733858155,13.701377004049403,0.2459640755141362,0.02618960405184689,0.023437560483528345,0.7984972579439203,0.6073302453107919,0.7605915227243594,1.2664935717739396,7.0,4.0,5.0,5.0,5.0,1.2,6.0,6.0,10.0,0.0,0.0,5.0,5.0,43.90379868,0.0
06-030-18,2008SB_R8_T10,003,39.58373907322011,34.483141518107715,32.738117529495824,20801.84872451004,4.650299370887908,1.2091024793211351,6105.375567719999,0.5991097157461375,3839.6662948810967,21773.688380325755,0.6288992793796284,0.9553663284400704,0.8964834969490282,0.922559932840187,6377.676111303847,6904.761107137541,4979.766898057049,2539.6446080115993,0.3065917936317493,0.3319301663318953,0.2393905928269528,0.12208744720940265,1.6691433534082978,1.2339990008195896,0.10906141479240844,543.1004232385051,32.35018091879458,28.462365671874622,24.31995622848773,6817.734289079999,11536.271746320112,2576.0982706416394,0.377852547695763,0.5985262187794813,168.60545805842526,196.4834241981524,13.568294099074002,15.614574222478142,0.2572032733701961,0.024730423760937932,0.01703179575852376,0.8012877935263846,0.6121101846196754,0.7639080359952095,1.3301907542457032,7.0,4.0,5.0,5.0,5.0,1.2,6.0,6.0,10.0,0.0,0.0,5.0,5.0,43.90379868,0.0
06-030-18,2008SB_R8_T10,004,37.46375562117802,32.72981929117344,31.39843610454191,17854.184562560276,4.1715316790303465,1.1931726630091215,5317.930448819999,0.6212048216972433,3417.0549946238148,18389.28893197596,0.6425535323392634,0.9709013017634835,0.9013144497532734,0.9298660073634912,5420.65419465164,6108.886011770783,4265.344513991286,2059.2998421465686,0.3036069317900185,0.3421542994789549,0.23889886984452896,0.1153398988864976,1.6097750131234012,1.1684854349112648,0.1058651358877888,451.55127658192185,30.815057584823517,27.610325410946107,23.635106419763268,6542.805392639999,10838.943620004326,2451.724675913264,0.374720709051076,0.5636052945691349,180.89631522523948,276.8105192778812,12.801049947649407,13.674675538800152,0.24699877681024146,0.027648127121239114,0.025538514543705204,0.8020508510959953,0.5979837573838506,0.7455683845565542,1.3037833228902451,7.0,4.0,5.0,5.0,5.0,1.2,6.0,6.0,10.0,0.0,0.0,5.0,5.0,43.90379868,0.0
06-030-18,2008SB_R8_T10,005,38.343422944451525,31.311629281585965,30.09570617745561,17170.927287255716,4.401831684336394,1.2740496175223226,5275.023935939998,0.6101765634624211,3374.3338883991246,17753.00078464826,0.6396812468297975,0.9672126698774279,0.8622029045098333,0.9103411544871258,5964.975407267513,5360.560487754317,3725.621812078056,2119.746406145445,0.34738807680437417,0.3121881770318212,0.2169726625563907,0.12344973400002245,1.6388698941918425,1.1082321775722237,0.08494185429680129,316.4612251265189,30.86841134588069,26.012690154195813,19.969857340003234,5542.302476699999,9084.874134233443,2228.0082033446947,0.4020004705104613,0.5900533577625209,169.57754796412158,220.6508697535656,13.163106339684862,15.464630316401156,0.26726004319581553,0.030596949314302232,0.024287718959375933,0.8181467582002915,0.5939423344636108,0.7259606281031147,1.5457502184577796,7.0,4.0,5.0,5.0,5.0,1.2,6.0,6.0,10.0,0.0,0.0,5.0,5.0,43.90379868,0.0
08-019-11,2010SB_R10_T26,001,49.24819557132483,40.407744903289135,39.0108543469507,35838.03864437279,4.8693288416823535,1.2624228921860137,8909.8415703,0.5899886157647491,5549.92747568915,37599.83032254846,0.6228985590708188,0.953143626897722,0.8662099004680774,0.9144753333784672,19926.750869785184,8544.273370524143,3721.5842873249694,3645.4301167384974,0.5560223612548071,0.23841353192652315,0.10384453022819998,0.10171957659046987,1.6949479587903404,0.7714132764564787,0.031220370725013307,116.18924113466998,38.143218854807856,35.582769461476865,30.56259331275809,9001.945400579998,19827.188908228884,3724.5159223166797,0.4137456690280201,0.4309372049699901,373.19698235404763,760.0688463582103,11.798052678814447,20.51165126976279,0.22452489742535875,0.04145737012912814,0.038334675171363235,0.9005264768652425,0.6450992060462696,0.7163578446820106,1.2480360702534135,7.0,4.0,5.0,5.0,4.0,0.9,4.0,4.0,0.0,0.0,0.0,5.0,4.0,62.86990249,20.0
08-019-11,2010SB_R10_T26,002,47.1813454010175,40.70966892143185,38.620179874849704,33686.38818460664,4.684436929498541,1.2216759619947557,8439.943820219998,0.5976508405580672,5318.310980496741,35268.290805536315,0.6301358271787776,0.9551466037962532,0.8905474688764448,0.9191510712596218,18866.566566554156,8640.445950875672,2923.355499544755,3256.0201676320557,0.5600649871741202,0.2564966568551276,0.08678150603514727,0.09665684993560483,1.6732177588275992,0.5629382921105077,0.04499655615707513,131.54092990235998,35.11983515571661,32.91750667989926,28.3278511914504,9243.76116114,17524.83866053282,3398.044061573137,0.3676040523264741,0.49303997133705824,276.1393515696086,394.73585119130854,11.073821895946685,20.669339607643217,0.22028901820687255,0.029873051321411832,0.022524364351512217,0.9487818957946712,0.6596910418904209,0.6953031511397924,1.2397634722931645,7.0,4.0,5.0,5.0,4.0,0.9,4.0,4.0,0.0,0.0,0.0,5.0,4.0,62.86990249,20.0
08-019-11,2010SB_R10_T26,003,48.03284112425332,35.82792939753673,36.61867999585402,30128.86539693013,4.620577477420887,1.3406535608378114,7798.984577999999,0.6003915634933101,4947.7420938155265,31557.91909552627,0.6344084982258478,0.9547164787934724,0.8284811172860841,0.9003281300080108,16963.40402424013,7284.131462800664,3058.9999782675295,2822.329931621804,0.5630283052732731,0.24176587358456764,0.1015305401636271,0.09367528097853214,1.6655796996573595,0.6203253900396277,0.045955943837039936,140.57923119876898,35.79091907758028,32.20568873111701,27.737777658177382,7704.864464219999,15499.278209905091,3174.1682356914366,0.41196937991988086,0.4699658502900871,296.9996649541692,473.9804164420797,11.822826121723221,21.0617612310925,0.2358509543165467,0.03854703302483542,0.030580805765469395,0.9123358415003868,0.6433857104367627,0.7052070971789066,1.2903311692322528,7.0,4.0,5.0,5.0,4.0,0.9,4.0,4.0,0.0,0.0,0.0,5.0,4.0,62.86990249,20.0
08-019-11,2010SB_R10_T26,004,44.41278693707854,36.83586498385482,36.10074936753725,27037.53592519082,4.484948425334043,1.230245568725388,7184.248542899999,0.6063836957170908,4562.437827606127,28096.753187170805,0.6350612454958929,0.96230107959721,0.8768467142271013,0.9270101977134628,13829.280025734655,7771.466909383947,2744.1779864417817,2692.6110036304376,0.5114844808342887,0.2874325134837189,0.10149512122830086,0.09958788445369154,1.6491208570794942,0.6183059171273361,0.04351871827825683,119.423108697354,33.913893759889106,31.38092492298657,26.67832853020452,8378.706409919998,15008.749851085633,3058.6274748170113,0.36504769652696495,0.5177957515776578,231.90449600591458,298.75609704117613,10.693570104469536,19.31620340255296,0.22645182214304324,0.02767784006984067,0.01990546181430068,0.9059888626020516,0.6253899460893337,0.6902843643057356,1.271215088362551,7.0,4.0,5.0,5.0,4.0,0.9,4.0,4.0,0.0,0.0,0.0,5.0,4.0,62.86990249,20.0
08-019-11,2010SB_R10_T26,005,39.74251243507968,32.272685644152645,30.118262572943344,18562.070126714996,4.343814539419544,1.3195486405906514,5531.702586299999,0.6128811183240271,3525.762346920806,19079.385819685533,0.6373738088618192,0.9728861454000899,0.8505858005262298,0.8909564330501244,10030.00421271905,4869.566608248242,1891.0486563183267,1771.4480259564987,0.5403494407815871,0.26233962995538096,0.10187703437218903,0.0954337535556978,1.631637800711793,0.5641609601693379,0.031860062849819175,60.24892904236799,29.604303296884037,26.785207177705754,22.168468637482366,6067.769000039999,9972.22528338756,2333.5620215410377,0.3845832004358859,0.48831293616684646,198.9328699089772,265.8875212920576,8.771645421298974,16.532293976252053,0.2289717795460263,0.03278517522794059,0.02666280732094891,0.9180283294460664,0.6549418979385381,0.7134223170800479,1.3354239203888532,7.0,4.0,5.0,5.0,4.0,0.9,4.0,4.0,0.0,0.0,0.0,5.0,4.0,62.86990249,20.0
08-019-11,2010SB_R10_T26,006,51.74197307140379,41.5422930343995,38.9951530252908,38906.15606536844,5.018269852298029,1.3268821650179414,9506.36192418,0.5840929928759474,5870.3776221370945,40728.98852414851,0.6175209474410436,0.9552448385085894,0.8458078421889984,0.8910374051424857,21542.51458222538,9653.29930549591,3728.041091313361,3982.266981186417,0.5537045229045651,0.2481175289914752,0.09582136783314367,0.1023557036705344,1.7120561489296706,0.6358785432454955,0.05122764580738634,190.97876858118298,37.15114627099447,35.25128469603085,30.29764561224311,9708.865917299998,20521.052155620637,3811.722259523932,0.3926022145111629,0.4704095692701561,358.24104147424265,693.0779071532753,11.788702069975223,21.93221159570281,0.2258219408778315,0.03689834060185149,0.03377399472002434,0.9158747669699284,0.6462771470760659,0.7056392100572911,1.2262057173175824,7.0,4.0,5.0,5.0,4.0,0.9,4.0,4.0,0.0,0.0,0.0,5.0,4.0,62.86990249,20.0
08-019-11,2010SB_R10_T26,007,49.95236061441509,42.359394376294276,37.87509419719071,38319.59519049924,4.934138512592167,1.318870927537394,9357.686939700001,0.5873940653039024,5852.972850477066,40246.6002915377,0.6254721800582814,0.9521200526981248,0.8631053531539384,0.8784840784257946,21234.872598410293,10068.23739464829,3460.577157318105,3555.9080401225588,0.5541517986514418,0.2627438349647429,0.09030829110053078,0.0927960752832846,1.7024346330135731,0.5793042345458349,0.04842267257734069,167.57039461743898,36.81049613132122,35.685727522150785,29.1672438443401,10265.42929302,21163.039797767004,3887.524719769192,0.3787006474646435,0.475746277040533,392.9773628037049,760.9406121130951,11.422676477186766,22.566088534498054,0.2196557820933464,0.03828162968994494,0.03595611119123752,0.91679393969447,0.6429582650386791,0.7013116439807084,1.262049178447291,7.0,4.0,5.0,5.0,4.0,0.9,4.0,4.0,0.0,0.0,0.0,5.0,4.0,62.86990249,20.0
